name,Composition,Majority composition,Closest competing phase distance,Farthest competing phase distance,Stoichiometry complexity index,Formation energy,Normalized formation energy,Gradient difference,Normalized gradient difference,Decomposition energy,Normalized decomposition energy,Atomic radius ratio,Atomic mass_avg,Electronegativity_avg,Atomic radius_avg,Ionization energy_avg,Electron affinity_avg,Melting temperature_avg,Boiling temperature_avg,Density_avg,Latent heat_avg,Atomic number_avg,Mendeleev number_avg,Periodic table row_avg,Periodic table column_avg,Molar volume_avg,Valence electrons_avg,Valence electrons s_avg,Valence electrons p_avg,Valence electrons d_avg,Valence electrons f_avg,Unfilled electrons s_avg,Unfilled electrons p_avg,Unfilled electrons d_avg,Unfilled electrons f_avg,Lattice average_avg,Lattice sdev_avg,Angle sdev_avg,Atomic mass_max,Electronegativity_max,Atomic radius_max,Ionization energy_max,Electron affinity_max,Melting temperature_max,Boiling temperature_max,Density_max,Latent heat_max,Atomic number_max,Mendeleev number_max,Periodic table row_max,Periodic table column_max,Molar volume_max,Valence electrons_max,Valence electrons s_max,Valence electrons p_max,Valence electrons d_max,Valence electrons f_max,Unfilled electrons s_max,Unfilled electrons p_max,Unfilled electrons d_max,Unfilled electrons f_max,Lattice average_max,Lattice sdev_max,Angle sdev_max,Atomic mass_min,Electronegativity_min,Atomic radius_min,Ionization energy_min,Electron affinity_min,Melting temperature_min,Boiling temperature_min,Density_min,Latent heat_min,Atomic number_min,Mendeleev number_min,Periodic table row_min,Periodic table column_min,Molar volume_min,Valence electrons_min,Valence electrons s_min,Valence electrons p_min,Valence electrons d_min,Valence electrons f_min,Unfilled electrons s_min,Unfilled electrons p_min,Unfilled electrons d_min,Unfilled electrons f_min,Lattice average_min,Lattice sdev_min,Angle sdev_min,Atomic mass_dif,Electronegativity_dif,Atomic radius_dif,Ionization energy_dif,Electron affinity_dif,Melting temperature_dif,Boiling temperature_dif,Density_dif,Latent heat_dif,Atomic number_dif,Mendeleev number_dif,Periodic table row_dif,Periodic table column_dif,Molar volume_dif,Valence electrons_dif,Valence electrons s_dif,Valence electrons p_dif,Valence electrons d_dif,Valence electrons f_dif,Unfilled electrons s_dif,Unfilled electrons p_dif,Unfilled electrons d_dif,Unfilled electrons f_dif,Lattice average_dif,Lattice sdev_dif,Angle sdev_dif,Melting,CommonPair,Congruency
PmCu,0.5,0,0.25,0.5,2,-0.164497706,1,0.62002322,3.769190678,0.103337203,-0.628198446,1.685714286,104.23138,0.95,188,6.638,0.573735,1336.385,3054,8.0965,10.4,45,42.5,5,17,1.36E-05,9,1.5,0,5,2.5,0.5,6,5,11.5,0.496593334,0.230940108,8.66025404,144.91276,1.9,236,7.726,0.67584,1357.77,3273,8.933,13.1,61,64,6,23,2.00E-05,11,2,0,10,5,1,6,10,14,0.631666667,0.461880215,17.32050808,63.55,0,140,5.55,0.47163,1315,2835,7.26,7.7,29,21,4,11,7.12E-06,7,1,0,0,0,0,6,0,9,0.36152,0,0,81.36276,1.9,96,2.176,0.20421,42.77,438,1.673,5.4,32,43,2,12,1.29E-05,4,1,0,10,5,1,0,10,5,0.270146667,0.461880215,17.32050808,,,
PrCu5,0.833333333,0.333333333,0.166666666,0.166666667,6,-0.152419281,0.761620293,0.628281213,3.139443503,0.052356768,-0.261620292,1.707142856,76.44294336,1.771666666,156.5,7.348999999,1.073042001,1332.141667,2994.666667,8.572499999,12.06666666,34.00000001,56.16666665,4.333333334,12.66666667,9.47E-06,9.999999998,1.166666667,0,8.33333333,0.500000001,0.833333333,6,1.66666667,13.5,0.407813333,0.078557164,2.886751352,140.90766,1.9,239,7.726,3.059052,1357.77,3793,8.933,13.1,59,64,6,21,2.12E-05,11,2,0,10,3,1,6,10,14,0.63928,0.471342986,17.32050808,63.55,1.13,140,5.464,0.67584,1204,2835,6.77,6.9,29,17,4,11,7.12E-06,5,1,0,0,0,0,6,0,11,0.36152,0,0,77.35766,0.77,99,2.262,2.383212,153.77,958,2.163,6.2,30,47,2,10,1.41E-05,6,1,0,10,3,1,0,10,3,0.27776,0.471342986,17.32050808,,,
PrCu2,0.666666667,0.166666667,0.166666666,0.166666667,3,-0.200125026,1,0.471803647,2.357544463,0.039316971,-0.196462038,1.707142856,89.33588664,1.643333334,173,6.972000001,1.470243999,1306.513333,3154.333333,8.212000001,11.03333334,38.99999999,48.33333335,4.666666666,14.33333333,1.18E-05,9.000000002,1.333333333,0,6.66666667,0.999999999,0.666666667,6,3.33333333,13,0.454106667,0.157114329,5.773502688,140.90766,1.9,239,7.726,3.059052,1357.77,3793,8.933,13.1,59,64,6,21,2.12E-05,11,2,0,10,3,1,6,10,14,0.63928,0.471342986,17.32050808,63.55,1.13,140,5.464,0.67584,1204,2835,6.77,6.9,29,17,4,11,7.12E-06,5,1,0,0,0,0,6,0,11,0.36152,0,0,77.35766,0.77,99,2.262,2.383212,153.77,958,2.163,6.2,30,47,2,10,1.41E-05,6,1,0,10,3,1,0,10,3,0.27776,0.471342986,17.32050808,,,
PrCu,0.5,0,0.166666667,0.5,2,-0.16919683,0.84545563,0.152824484,0.763645042,0.019103061,-0.095455631,1.707142856,102.22883,1.515,189.5,6.595,1.867446,1280.885,3314,7.8515,10,44,40.5,5,16,1.42E-05,8,1.5,0,5,1.5,0.5,6,5,12.5,0.5004,0.235671493,8.66025404,140.90766,1.9,239,7.726,3.059052,1357.77,3793,8.933,13.1,59,64,6,21,2.12E-05,11,2,0,10,3,1,6,10,14,0.63928,0.471342986,17.32050808,63.55,1.13,140,5.464,0.67584,1204,2835,6.77,6.9,29,17,4,11,7.12E-06,5,1,0,0,0,0,6,0,11,0.36152,0,0,77.35766,0.77,99,2.262,2.383212,153.77,958,2.163,6.2,30,47,2,10,1.41E-05,6,1,0,10,3,1,0,10,3,0.27776,0.471342986,17.32050808,,,
Cu3Pt,0.75,0.25,0.25,0.25,4,-0.140995733,0.833293906,0.451154324,2.666351249,0.056394291,-0.333293906,1.492857144,96.4325,1.995,157.25,8.0445,0.55138,1528.715,3150.75,12.06475,14.825,41.25,63.75,4.5,10.75,7.65E-06,10.75,1.25,0,9.5,3.5,0.75,6,0.5,10.5,0.36933,0,0,195.08,2.28,209,9,0.67584,2041.55,4098,21.46,20,78,64,6,11,9.25E-06,11,2,0,10,14,1,6,2,14,0.39276,0,0,63.55,1.9,140,7.726,0.178,1357.77,2835,8.933,13.1,29,63,4,10,7.12E-06,10,1,0,8,0,0,6,0,0,0.36152,0,0,131.53,0.38,69,1.274,0.49784,683.78,1263,12.527,6.9,49,1,2,1,2.13E-06,1,1,0,2,14,1,0,2,14,0.03124,0,0,,,
CuPt,0.5,0,0.25,0.25,2,-0.169202885,1,0.319656668,1.889191594,0.039957083,-0.236148949,1.492857144,129.315,2.09,174.5,8.363,0.42692,1699.66,3466.5,15.1965,16.55,53.5,63.5,5,10.5,8.19E-06,10.5,1.5,0,9,7,0.5,6,1,7,0.37714,0,0,195.08,2.28,209,9,0.67584,2041.55,4098,21.46,20,78,64,6,11,9.25E-06,11,2,0,10,14,1,6,2,14,0.39276,0,0,63.55,1.9,140,7.726,0.178,1357.77,2835,8.933,13.1,29,63,4,10,7.12E-06,10,1,0,8,0,0,6,0,0,0.36152,0,0,131.53,0.38,69,1.274,0.49784,683.78,1263,12.527,6.9,49,1,2,1,2.13E-06,1,1,0,2,14,1,0,2,14,0.03124,0,0,,,
CuPt3,0.25,0.25,0.125,0.25,4,-0.11749587,0.694408195,0.123721068,0.731199518,0.010310089,-0.060933293,1.492857144,162.1975,2.185,191.75,8.6815,0.30246,1870.605,3782.25,18.32825,18.275,65.75,63.25,5.5,10.25,8.72E-06,10.25,1.75,0,8.5,10.5,0.25,6,1.5,3.5,0.38495,0,0,195.08,2.28,209,9,0.67584,2041.55,4098,21.46,20,78,64,6,11,9.25E-06,11,2,0,10,14,1,6,2,14,0.39276,0,0,63.55,1.9,140,7.726,0.178,1357.77,2835,8.933,13.1,29,63,4,10,7.12E-06,10,1,0,8,0,0,6,0,0,0.36152,0,0,131.53,0.38,69,1.274,0.49784,683.78,1263,12.527,6.9,49,1,2,1,2.13E-06,1,1,0,2,14,1,0,2,14,0.03124,0,0,,,
CuPt7,0.125,0.375,0.125,0.125,8,-0.076177229,0.450212353,0.278868704,1.648132087,0.017429294,-0.103008255,1.492857144,178.63875,2.2325,200.375,8.84075,0.24023,1956.0775,3940.125,19.894125,19.1375,71.875,63.125,5.75,10.125,8.98E-06,10.125,1.875,0,8.25,12.25,0.125,6,1.75,1.75,0.388855,0,0,195.08,2.28,209,9,0.67584,2041.55,4098,21.46,20,78,64,6,11,9.25E-06,11,2,0,10,14,1,6,2,14,0.39276,0,0,63.55,1.9,140,7.726,0.178,1357.77,2835,8.933,13.1,29,63,4,10,7.12E-06,10,1,0,8,0,0,6,0,0,0.36152,0,0,131.53,0.38,69,1.274,0.49784,683.78,1263,12.527,6.9,49,1,2,1,2.13E-06,1,1,0,2,14,1,0,2,14,0.03124,0,0,,,
Cu7S4,0.636363636,0.136363636,0.036363636,0.363636364,11,-0.268166484,0.779090683,0.01128504,0.032785863,0.000373059,-0.00108383,1.285714285,52.10272726,2.147272728,154.5454546,8.683818183,0.284625454,1005.257272,2065.090908,6.436272725,8.965454541,24.27272727,72.72727274,3.636363636,12.81818182,1.05E-05,9.18181818,1.363636364,1.454545456,6.36363636,0,0.636363636,4.545454544,3.63636364,14,0.619706667,0.002662338,1.198789106,63.55,2.58,180,10.36,0.67584,1357.77,2835,8.933,13.1,29,88,4,16,1.64E-05,11,2,4,10,0,1,6,10,14,1.071533333,0.00732143,3.296670037,32.07,1.9,140,7.726,-0.4,388.36,717.75,2.067,1.73,16,64,3,11,7.12E-06,6,1,0,0,0,0,2,0,14,0.36152,0,0,31.48,0.68,40,2.634,1.07584,969.41,2117.25,6.866,11.37,13,24,1,5,9.28E-06,5,1,4,10,0,1,4,10,0,0.710013333,0.00732143,3.296670037,,,
Cu3S2,0.6,0.1,0.036363636,0.1,5,-0.294572767,0.855807537,0.22985591,0.667788887,0.006129491,-0.017807704,1.285714285,50.958,2.172,156,8.7796,0.245504,970.006,1988.1,6.1866,8.552,23.8,73.6,3.6,13,1.08E-05,9,1.4,1.6,6,0,0.6,4.4,4,14,0.645525333,0.002928572,1.318668015,63.55,2.58,180,10.36,0.67584,1357.77,2835,8.933,13.1,29,88,4,16,1.64E-05,11,2,4,10,0,1,6,10,14,1.071533333,0.00732143,3.296670037,32.07,1.9,140,7.726,-0.4,388.36,717.75,2.067,1.73,16,64,3,11,7.12E-06,6,1,0,0,0,0,2,0,14,0.36152,0,0,31.48,0.68,40,2.634,1.07584,969.41,2117.25,6.866,11.37,13,24,1,5,9.28E-06,5,1,4,10,0,1,4,10,0,0.710013333,0.00732143,3.296670037,,,
CuS,0.5,0,0.1,0.166666667,2,-0.344204455,1,0.800636633,2.326049595,0.05003979,-0.1453781,1.285714285,47.81,2.24,160,9.043,0.13792,873.065,1776.375,5.5,7.415,22.5,76,3.5,13.5,1.18E-05,8.5,1.5,2,5,0,0.5,4,5,14,0.716526667,0.003660715,1.648335019,63.55,2.58,180,10.36,0.67584,1357.77,2835,8.933,13.1,29,88,4,16,1.64E-05,11,2,4,10,0,1,6,10,14,1.071533333,0.00732143,3.296670037,32.07,1.9,140,7.726,-0.4,388.36,717.75,2.067,1.73,16,64,3,11,7.12E-06,6,1,0,0,0,0,2,0,14,0.36152,0,0,31.48,0.68,40,2.634,1.07584,969.41,2117.25,6.866,11.37,13,24,1,5,9.28E-06,5,1,4,10,0,1,4,10,0,0.710013333,0.00732143,3.296670037,,,
CuS2,0.333333333,0.166666667,0.166666667,0.333333333,3,-0.293484496,0.852645838,0.576133736,1.673812548,0.06401486,-0.185979172,1.285714285,42.56333332,2.353333334,166.6666667,9.482000001,-0.041386667,711.4966663,1423.499999,4.355666664,5.519999996,20.33333333,80.00000001,3.333333333,14.33333333,1.33E-05,7.666666665,1.666666667,2.666666668,3.33333333,0,0.333333333,3.333333332,6.66666667,14,0.834862222,0.004880953,2.197780026,63.55,2.58,180,10.36,0.67584,1357.77,2835,8.933,13.1,29,88,4,16,1.64E-05,11,2,4,10,0,1,6,10,14,1.071533333,0.00732143,3.296670037,32.07,1.9,140,7.726,-0.4,388.36,717.75,2.067,1.73,16,64,3,11,7.12E-06,6,1,0,0,0,0,2,0,14,0.36152,0,0,31.48,0.68,40,2.634,1.07584,969.41,2117.25,6.866,11.37,13,24,1,5,9.28E-06,5,1,4,10,0,1,4,10,0,0.710013333,0.00732143,3.296670037,,,
ScCu5,0.833333333,0.333333333,0.166666666,0.166666667,6,-0.167421801,0.600432033,0.467734118,1.677455061,0.038977843,-0.139787922,1.507142857,60.45098499,1.81,151.8333334,7.531833333,0.909384084,1433.808333,2880.666667,7.942499998,13.58333333,27.66666666,55.16666665,4,9.666666664,8.45E-06,9.666666664,1.166666667,0,8.499999997,0,0.833333333,6,1.500000003,14,0.366998333,0.018486756,2.886751352,63.55,1.9,211,7.726,2.0771045,1814,3109,8.933,16,29,64,4,11,1.51E-05,11,2,0,10,0,1,6,9,14,0.39439,0.110920534,17.32050808,44.95591,1.36,140,6.561,0.67584,1357.77,2835,2.99,13.1,21,11,4,3,7.12E-06,3,1,0,1,0,0,6,0,14,0.36152,0,0,18.59409,0.54,71,1.165,1.4012645,456.23,274,5.943,2.9,8,53,0,8,7.98E-06,8,1,0,9,0,1,0,9,0,0.03287,0.110920534,17.32050808,,,
ScCu2,0.666666667,0.166666667,0.166666666,0.166666667,3,-0.256887915,0.92128822,0.405110828,1.452866452,0.033759236,-0.121072204,1.507142857,57.35197001,1.72,163.6666666,7.337666667,1.142928166,1509.846667,2926.333333,6.952000002,14.06666667,26.33333334,46.33333335,4,8.333333336,9.78E-06,8.333333336,1.333333333,0,7.000000003,0,0.666666667,6,2.999999997,14,0.372476667,0.036973511,5.773502688,63.55,1.9,211,7.726,2.0771045,1814,3109,8.933,16,29,64,4,11,1.51E-05,11,2,0,10,0,1,6,9,14,0.39439,0.110920534,17.32050808,44.95591,1.36,140,6.561,0.67584,1357.77,2835,2.99,13.1,21,11,4,3,7.12E-06,3,1,0,1,0,0,6,0,14,0.36152,0,0,18.59409,0.54,71,1.165,1.4012645,456.23,274,5.943,2.9,8,53,0,8,7.98E-06,8,1,0,9,0,1,0,9,0,0.03287,0.110920534,17.32050808,,,
ScCu,0.5,0,0.166666667,0.166666667,2,-0.278835558,1,0.591997715,2.123106964,0.049333143,-0.176925581,1.507142857,54.252955,1.63,175.5,7.1435,1.37647225,1585.885,2972,5.9615,14.55,25,37.5,4,7,1.11E-05,7,1.5,0,5.5,0,0.5,6,4.5,14,0.377955,0.055460267,8.66025404,63.55,1.9,211,7.726,2.0771045,1814,3109,8.933,16,29,64,4,11,1.51E-05,11,2,0,10,0,1,6,9,14,0.39439,0.110920534,17.32050808,44.95591,1.36,140,6.561,0.67584,1357.77,2835,2.99,13.1,21,11,4,3,7.12E-06,3,1,0,1,0,0,6,0,14,0.36152,0,0,18.59409,0.54,71,1.165,1.4012645,456.23,274,5.943,2.9,8,53,0,8,7.98E-06,8,1,0,9,0,1,0,9,0,0.03287,0.110920534,17.32050808,,,
Sc2Cu,0.333333333,0.166666667,0.166666667,0.333333333,3,-0.202116915,0.724860618,0.146038889,0.523745572,0.016226543,-0.058193952,1.507142857,51.15393999,1.54,187.3333334,6.949333333,1.610016334,1661.923333,3017.666667,4.970999998,15.03333333,23.66666666,28.66666665,4,5.666666664,1.24E-05,5.666666664,1.666666667,0,3.999999997,0,0.333333333,6,6.000000003,14,0.383433333,0.073947023,11.54700539,63.55,1.9,211,7.726,2.0771045,1814,3109,8.933,16,29,64,4,11,1.51E-05,11,2,0,10,0,1,6,9,14,0.39439,0.110920534,17.32050808,44.95591,1.36,140,6.561,0.67584,1357.77,2835,2.99,13.1,21,11,4,3,7.12E-06,3,1,0,1,0,0,6,0,14,0.36152,0,0,18.59409,0.54,71,1.165,1.4012645,456.23,274,5.943,2.9,8,53,0,8,7.98E-06,8,1,0,9,0,1,0,9,0,0.03287,0.110920534,17.32050808,,,
Cu3Se2,0.6,0.1,0.1,0.4,5,-0.143910239,1,0.423474088,2.942626535,0.033877927,-0.235410123,1.357142858,69.718,2.16,160,8.5364,0.899816,1012.122,2084.2,7.2834,10.02,31,74,4,13,1.08E-05,9,1.4,1.6,10,0,0.6,4.4,0,14,0.399392,0.013565422,6.928203232,78.97,2.55,190,9.752,1.23578,1357.77,2835,8.933,13.1,34,89,4,16,1.64E-05,11,2,4,10,0,1,6,0,14,0.4562,0.033913555,17.32050808,63.55,1.9,140,7.726,0.67584,493.65,958,4.809,5.4,29,64,4,11,7.12E-06,6,1,0,10,0,0,2,0,14,0.36152,0,0,15.42,0.65,50,2.026,0.55994,864.12,1877,4.124,7.7,5,25,0,5,9.28E-06,5,1,4,0,0,1,4,0,0,0.09468,0.033913555,17.32050808,,,
CuSe,0.5,0,0.1,0.166666667,2,-0.13754039,0.955737347,0.192998111,1.341100622,0.012062382,-0.083818789,1.357142858,71.26,2.225,165,8.739,0.95581,925.71,1896.5,6.871,9.25,31.5,76.5,4,13.5,1.18E-05,8.5,1.5,2,10,0,0.5,4,0,14,0.40886,0.016956778,8.66025404,78.97,2.55,190,9.752,1.23578,1357.77,2835,8.933,13.1,34,89,4,16,1.64E-05,11,2,4,10,0,1,6,0,14,0.4562,0.033913555,17.32050808,63.55,1.9,140,7.726,0.67584,493.65,958,4.809,5.4,29,64,4,11,7.12E-06,6,1,0,10,0,0,2,0,14,0.36152,0,0,15.42,0.65,50,2.026,0.55994,864.12,1877,4.124,7.7,5,25,0,5,9.28E-06,5,1,4,0,0,1,4,0,0,0.09468,0.033913555,17.32050808,,,
CuSe2,0.333333333,0.166666667,0.166666667,0.333333333,3,-0.094757623,0.658449487,0.027576268,0.191621306,0.00306403,-0.021291256,1.357142858,73.83000001,2.333333334,173.3333334,9.076666667,1.049133334,781.6899997,1583.666666,6.183666665,7.966666664,32.33333334,80.66666668,4,14.33333333,1.33E-05,7.666666665,1.666666667,2.666666668,10,0,0.333333333,3.333333332,0,14,0.42464,0.022609037,11.54700539,78.97,2.55,190,9.752,1.23578,1357.77,2835,8.933,13.1,34,89,4,16,1.64E-05,11,2,4,10,0,1,6,0,14,0.4562,0.033913555,17.32050808,63.55,1.9,140,7.726,0.67584,493.65,958,4.809,5.4,29,64,4,11,7.12E-06,6,1,0,10,0,0,2,0,14,0.36152,0,0,15.42,0.65,50,2.026,0.55994,864.12,1877,4.124,7.7,5,25,0,5,9.28E-06,5,1,4,0,0,1,4,0,0,0.09468,0.033913555,17.32050808,,,
Cu15Si4,0.789473684,0.289473684,0.210526316,0.789473684,19,-0.072289837,1,0.434943852,6.016666658,0.072289837,-1,1.499999999,56.0836842,1.9,154.7368421,7.815684211,0.280926315,1427.081579,2983,7.542810525,20.91052632,25.84210526,66.94736842,3.789473684,11.63157895,8.17E-06,9.526315788,1.210526316,0.421052632,7.89473684,0,0.789473684,5.578947368,2.10526316,14,0.399745263,0,0,63.55,1.9,210,8.152,0.67584,1687,3538,8.933,50.2,29,78,4,14,1.21E-05,11,2,2,10,0,1,6,10,14,0.54309,0,0,28.085,1.9,140,7.726,-1.2,1357.77,2835,2.3296,13.1,14,64,3,11,7.12E-06,4,1,0,0,0,0,4,0,14,0.36152,0,0,35.465,0,70,0.426,1.87584,329.23,703,6.6034,37.1,15,14,1,3,4.98E-06,7,1,2,10,0,1,2,10,0,0.18157,0,0,,,
SmCu5,0.833333333,0.333333333,0.166666666,0.166666667,6,-0.173999483,0.741636852,0.680300937,2.899642209,0.056691745,-0.24163685,1.635714285,78.02500003,1.778333333,154.8333334,7.378999999,0.587303333,1355.975,2707,8.6975,12.35,34.50000001,57.16666665,4.333333334,13.16666667,9.33E-06,10.5,1,0,8.33333333,1.166666669,1,6,1.66666667,12.83333333,0.487333334,0.217747654,2.886751352,150.4,1.9,229,7.726,0.67584,1357.77,2835,8.933,13.1,62,64,6,24,2.04E-05,11,1,0,10,7,1,6,10,14,1.1164,1.306485924,17.32050808,63.55,1.17,140,5.644,0.14462,1347,2067,7.52,8.6,29,23,4,11,7.12E-06,8,1,0,0,0,1,6,0,7,0.36152,0,0,86.85,0.73,89,2.082,0.53122,10.77,768,1.413,4.5,33,41,2,13,1.33E-05,3,0,0,10,7,0,0,10,7,0.75488,1.306485924,17.32050808,,,
SmCu2,0.666666667,0.166666667,0.166666666,0.166666667,3,-0.234615476,1,0.514999921,2.195080775,0.04291666,-0.182923398,1.635714285,92.49999997,1.656666667,169.6666666,7.032000001,0.498766667,1354.18,2579,8.462,11.6,39.99999999,50.33333335,4.666666666,15.33333333,1.15E-05,10,1,0,6.66666667,2.333333331,1,6,3.33333333,11.66666667,0.613146666,0.435495308,5.773502688,150.4,1.9,229,7.726,0.67584,1357.77,2835,8.933,13.1,62,64,6,24,2.04E-05,11,1,0,10,7,1,6,10,14,1.1164,1.306485924,17.32050808,63.55,1.17,140,5.644,0.14462,1347,2067,7.52,8.6,29,23,4,11,7.12E-06,8,1,0,0,0,1,6,0,7,0.36152,0,0,86.85,0.73,89,2.082,0.53122,10.77,768,1.413,4.5,33,41,2,13,1.33E-05,3,0,0,10,7,0,0,10,7,0.75488,1.306485924,17.32050808,,,
SmCu,0.5,0,0.166666667,0.5,2,-0.209398149,0.892516353,0.267492336,1.140130824,0.033436542,-0.142516353,1.635714285,106.975,1.535,184.5,6.685,0.41023,1352.385,2451,8.2265,10.85,45.5,43.5,5,17.5,1.38E-05,9.5,1,0,5,3.5,1,6,5,10.5,0.73896,0.653242962,8.66025404,150.4,1.9,229,7.726,0.67584,1357.77,2835,8.933,13.1,62,64,6,24,2.04E-05,11,1,0,10,7,1,6,10,14,1.1164,1.306485924,17.32050808,63.55,1.17,140,5.644,0.14462,1347,2067,7.52,8.6,29,23,4,11,7.12E-06,8,1,0,0,0,1,6,0,7,0.36152,0,0,86.85,0.73,89,2.082,0.53122,10.77,768,1.413,4.5,33,41,2,13,1.33E-05,3,0,0,10,7,0,0,10,7,0.75488,1.306485924,17.32050808,,,
CuSn,0.5,0,0.3,0.5,2,-0.072670768,1,0.234885096,3.232181281,0.044040956,-0.60603399,1.550000001,91.13,1.93,178.5,7.535,0.909365,931.425,2855,8.11,10.05,39.5,72,4.5,12.5,1.17E-05,7.5,1.5,1,10,0,0.5,5,0,14,0.50522,0,0,118.71,1.96,217,7.726,1.14289,1357.77,2875,8.933,13.1,50,80,5,14,1.62E-05,11,2,2,10,0,1,6,0,14,0.64892,0,0,63.55,1.9,140,7.344,0.67584,505.08,2835,7.287,7,29,64,4,11,7.12E-06,4,1,0,10,0,0,4,0,14,0.36152,0,0,55.16,0.06,77,0.382,0.46705,852.69,40,1.646,6.1,21,16,1,3,9.08E-06,7,1,2,0,0,1,2,0,0,0.2874,0,0,,,
CuSn4,0.2,0.3,0.2,0.3,5,-0.0458077,0.630345616,0.13949494,1.919546799,0.016739393,-0.230345616,1.550000001,107.678,1.948,201.6,7.4204,1.04948,675.618,2867,7.6162,8.22,45.8,76.8,4.8,13.4,1.44E-05,5.4,1.8,1.6,10,0,0.2,4.4,0,14,0.59144,0,0,118.71,1.96,217,7.726,1.14289,1357.77,2875,8.933,13.1,50,80,5,14,1.62E-05,11,2,2,10,0,1,6,0,14,0.64892,0,0,63.55,1.9,140,7.344,0.67584,505.08,2835,7.287,7,29,64,4,11,7.12E-06,4,1,0,10,0,0,4,0,14,0.36152,0,0,55.16,0.06,77,0.382,0.46705,852.69,40,1.646,6.1,21,16,1,3,9.08E-06,7,1,2,0,0,1,2,0,0,0.2874,0,0,,,
SrCu13,0.928571429,0.428571429,0.071428571,0.095238096,14,-0.034317239,0.304511573,0.076791396,0.681402976,0.003134343,-0.027812366,1.778571429,65.2692857,1.832142858,147.7857142,7.580928572,0.685051429,1335.786429,2750.714286,8.483500003,12.73571429,29.64285714,60.00000002,4.071428571,10.35714286,8.99E-06,10.35714286,1.071428571,0,9.28571429,0,0.928571429,6,0.71428571,14,0.373078095,0.01129957,1.237179141,87.62,1.9,249,7.726,0.8048,1357.77,2835,8.933,13.1,38,64,5,11,3.33E-05,11,2,0,10,0,1,6,10,14,0.523333333,0.158193974,17.32050808,63.55,0.95,140,5.695,0.67584,1050,1655,2.64,8,29,8,4,2,7.12E-06,2,1,0,0,0,0,6,0,14,0.36152,0,0,24.07,0.95,109,2.031,0.12896,307.77,1180,6.293,5.1,9,56,1,9,2.62E-05,9,1,0,10,0,1,0,10,0,0.161813333,0.158193974,17.32050808,,,
SrCu5,0.833333333,0.333333333,0.095238096,0.333333333,6,-0.072760092,0.645631488,0.283842202,2.518653539,0.021025348,-0.18656693,1.778571429,67.56166667,1.741666666,158.1666667,7.387499999,0.697333333,1306.475,2638.333333,7.884166665,12.25,30.5,54.66666665,4.166666667,9.499999997,1.15E-05,9.499999997,1.166666667,0,8.33333333,0,0.833333333,6,1.66666667,14,0.388488889,0.026365662,2.886751352,87.62,1.9,249,7.726,0.8048,1357.77,2835,8.933,13.1,38,64,5,11,3.33E-05,11,2,0,10,0,1,6,10,14,0.523333333,0.158193974,17.32050808,63.55,0.95,140,5.695,0.67584,1050,1655,2.64,8,29,8,4,2,7.12E-06,2,1,0,0,0,0,6,0,14,0.36152,0,0,24.07,0.95,109,2.031,0.12896,307.77,1180,6.293,5.1,9,56,1,9,2.62E-05,9,1,0,10,0,1,0,10,0,0.161813333,0.158193974,17.32050808,,,
SrCu,0.5,0,0.333333333,0.5,2,-0.112696009,1,0.345199769,3.063105536,0.069039954,-0.612621107,1.778571429,75.585,1.425,194.5,6.7105,0.74032,1203.885,2245,5.7865,10.55,33.5,36,4.5,6.5,2.02E-05,6.5,1.5,0,5,0,0.5,6,5,14,0.442426666,0.079096987,8.66025404,87.62,1.9,249,7.726,0.8048,1357.77,2835,8.933,13.1,38,64,5,11,3.33E-05,11,2,0,10,0,1,6,10,14,0.523333333,0.158193974,17.32050808,63.55,0.95,140,5.695,0.67584,1050,1655,2.64,8,29,8,4,2,7.12E-06,2,1,0,0,0,0,6,0,14,0.36152,0,0,24.07,0.95,109,2.031,0.12896,307.77,1180,6.293,5.1,9,56,1,9,2.62E-05,9,1,0,10,0,1,0,10,0,0.161813333,0.158193974,17.32050808,,,
TbCu5,0.833333333,0.333333333,0.166666667,0.833333333,6,-0.080626577,1,0.580511353,7.199999983,0.080626577,-1,1.578571428,79.4458917,1.583333333,153.5,7.415666666,0.581405,1402.975,2946.333334,8.815833333,12.71666667,35.00000001,58.16666666,4.333333334,13.66666667,9.15E-06,11,1.166666667,0,8.33333333,1.500000003,0.833333333,6,1.66666667,12.5,0.387933333,0,0,158.92535,1.9,221,7.726,0.67584,1629,3503,8.933,13.1,65,64,6,27,1.93E-05,11,2,0,10,9,1,6,10,14,0.52,0,0,63.55,0,140,5.864,0.10923,1357.77,2835,8.23,10.8,29,29,4,11,7.12E-06,11,1,0,0,0,0,6,0,5,0.36152,0,0,95.37535,1.9,81,1.862,0.56661,271.23,668,0.703,2.3,36,35,2,16,1.22E-05,0,1,0,10,9,1,0,10,9,0.15848,0,0,,,
