name,Composition,Majority composition,Closest competing phase distance,Farthest competing phase distance,Stoichiometry complexity index,Formation energy,Normalized formation energy,Gradient difference,Normalized gradient difference,Decomposition energy,Normalized decomposition energy,Atomic radius ratio,Atomic mass_avg,Electronegativity_avg,Atomic radius_avg,Ionization energy_avg,Electron affinity_avg,Melting temperature_avg,Boiling temperature_avg,Density_avg,Latent heat_avg,Atomic number_avg,Mendeleev number_avg,Periodic table row_avg,Periodic table column_avg,Molar volume_avg,Valence electrons_avg,Valence electrons s_avg,Valence electrons p_avg,Valence electrons d_avg,Valence electrons f_avg,Unfilled electrons s_avg,Unfilled electrons p_avg,Unfilled electrons d_avg,Unfilled electrons f_avg,Lattice average_avg,Lattice sdev_avg,Angle sdev_avg,Atomic mass_max,Electronegativity_max,Atomic radius_max,Ionization energy_max,Electron affinity_max,Melting temperature_max,Boiling temperature_max,Density_max,Latent heat_max,Atomic number_max,Mendeleev number_max,Periodic table row_max,Periodic table column_max,Molar volume_max,Valence electrons_max,Valence electrons s_max,Valence electrons p_max,Valence electrons d_max,Valence electrons f_max,Unfilled electrons s_max,Unfilled electrons p_max,Unfilled electrons d_max,Unfilled electrons f_max,Lattice average_max,Lattice sdev_max,Angle sdev_max,Atomic mass_min,Electronegativity_min,Atomic radius_min,Ionization energy_min,Electron affinity_min,Melting temperature_min,Boiling temperature_min,Density_min,Latent heat_min,Atomic number_min,Mendeleev number_min,Periodic table row_min,Periodic table column_min,Molar volume_min,Valence electrons_min,Valence electrons s_min,Valence electrons p_min,Valence electrons d_min,Valence electrons f_min,Unfilled electrons s_min,Unfilled electrons p_min,Unfilled electrons d_min,Unfilled electrons f_min,Lattice average_min,Lattice sdev_min,Angle sdev_min,Atomic mass_dif,Electronegativity_dif,Atomic radius_dif,Ionization energy_dif,Electron affinity_dif,Melting temperature_dif,Boiling temperature_dif,Density_dif,Latent heat_dif,Atomic number_dif,Mendeleev number_dif,Periodic table row_dif,Periodic table column_dif,Molar volume_dif,Valence electrons_dif,Valence electrons s_dif,Valence electrons p_dif,Valence electrons d_dif,Valence electrons f_dif,Unfilled electrons s_dif,Unfilled electrons p_dif,Unfilled electrons d_dif,Unfilled electrons f_dif,Lattice average_dif,Lattice sdev_dif,Angle sdev_dif,Melting,CommonPair,Congruency
GeCl2,0.666666667,0.166666667,0.133333333,0.666666667,3,-1.033194019,0.84774754,0.158106085,0.129727856,0.017567343,-0.014414206,1.205714286,47.84333332,2.776666667,187,11.27866667,0.509306667,518.233333,1194.739999,1.776475998,12.73333332,22,89.00000001,3.333333333,16,0.007358533,6.000000001,2,4.000000001,3.33333333,0,0,1.999999999,6.66666667,14,0.610612222,0.120872553,0,72.63,3.16,211,12.968,0.66226,1211.4,3106,5.323,31.8,32,94,4,17,0.011031,7,2,5,10,0,0,4,10,14,0.633023333,0.18130883,0,35.45,2.01,175,7.9,0.43283,171.65,239.11,0.003214,3.2,17,79,3,14,1.36E-05,4,2,2,0,0,0,1,0,14,0.56579,0,0,37.18,1.15,36,5.068,0.22943,1039.75,2866.89,5.319786,28.6,15,15,1,3,0.0110174,3,0,3,10,0,0,3,10,0,0.067233333,0.18130883,0,,,
HCl,0.5,0,0.5,0.5,2,-0.672852414,1,2.691409656,4,0.672852414,-1,1.458333333,18.229,2.68,147.5,13.283,0.5935125,92.73,129.695,0.00165195,1.879,9,93,2,9,0.0111205,4,1.5,2.5,0,0,0.5,3.5,10,14,0.545361667,0.159503434,8.66025404,35.45,3.16,175,13.598,0.754195,171.65,239.11,0.003214,3.2,17,94,3,17,0.01121,7,2,5,0,0,1,6,10,14,0.633023333,0.18130883,17.32050808,1.008,2.2,120,12.968,0.43283,13.81,20.28,8.99E-05,0.558,1,92,1,1,0.011031,1,1,0,0,0,0,1,10,14,0.4577,0.137698039,0,34.442,0.96,55,0.63,0.321365,157.84,218.83,0.0031241,2.642,16,2,2,16,0.000179,6,1,5,0,0,1,5,0,0,0.175323333,0.043610791,17.32050808,,,
HfCl4,0.8,0.3,0.2,0.8,5,-2.123057061,1,13.26910664,6.250000002,2.123057061,-1,1.211428572,64.058,2.788,182.4,11.7394,0.416664,638.52,1166.488,2.6625712,7.66,28,84.2,3.6,14.4,0.00882748,6.4,2,4,0.4,2.8,0,2,9.6,11.2,0.582758666,0.166541815,3.464101616,178.49,3.16,212,12.968,0.43283,2506,4876,13.3,25.5,72,94,6,17,0.011031,7,2,5,2,14,0,6,10,14,0.633023333,0.18130883,17.32050808,35.45,1.3,175,6.825,0.352,171.65,239.11,0.003214,3.2,17,45,3,4,1.34E-05,4,2,0,0,0,0,1,8,0,0.3817,0.107473753,0,143.04,1.86,37,6.143,0.08083,2334.35,4636.89,13.296786,22.3,55,49,3,13,0.0110176,3,0,5,2,14,0,5,2,14,0.251323333,0.073835077,17.32050808,,,
HgCl2,0.666666667,0.166666667,0.166666667,0.333333333,3,-0.83084051,1,3.30693528,3.980228745,0.367437254,-0.442247639,1.194285715,90.49666661,2.773333334,186.3333333,12.12466667,0.56064,192.54,369.3666665,4.513342662,2.896666667,37.99999998,86.33333334,3.999999999,15.33333333,0.007358933,8.666666665,2,3.333333335,3.33333333,4.666666662,0,2.666666665,6.66666667,9.333333338,0.573196666,0.182708692,5.773502688,200.59,3.16,209,12.968,0.81626,234.32,629.88,13.5336,3.2,80,94,6,17,0.011031,12,2,5,10,14,0,6,10,14,0.633023333,0.185508415,17.32050808,35.45,2,175,10.438,0.43283,171.65,239.11,0.003214,2.29,17,71,3,12,1.48E-05,7,2,0,0,0,0,1,0,0,0.453543333,0.18130883,0,165.14,1.16,34,2.53,0.38343,62.67,390.77,13.530386,0.91,63,23,3,5,0.0110162,5,0,5,10,14,0,5,10,14,0.17948,0.004199585,17.32050808,,,
HgCl,0.5,0,0.166666667,0.5,2,-0.695104885,0.836628543,0.575796022,0.693028343,0.071974503,-0.086628543,1.194285715,118.02,2.58,192,11.703,0.624545,202.985,434.495,6.768407,2.745,48.5,82.5,4.5,14.5,0.0055229,9.5,2,2.5,5,7,0,3.5,5,7,0.543283333,0.183408623,8.66025404,200.59,3.16,209,12.968,0.81626,234.32,629.88,13.5336,3.2,80,94,6,17,0.011031,12,2,5,10,14,0,6,10,14,0.633023333,0.185508415,17.32050808,35.45,2,175,10.438,0.43283,171.65,239.11,0.003214,2.29,17,71,3,12,1.48E-05,7,2,0,0,0,0,1,0,0,0.453543333,0.18130883,0,165.14,1.16,34,2.53,0.38343,62.67,390.77,13.530386,0.91,63,23,3,5,0.0110162,5,0,5,10,14,0,5,10,14,0.17948,0.004199585,17.32050808,,,
HoCl4,0.8,0.3,0.05,0.2,5,-2.116953677,0.825379818,1.62736891,0.63449544,0.065094756,-0.025379818,1.234285715,61.346066,2.774,183.2,11.5788,0.372064,486.72,785.888,1.7625712,5.96,27,81.8,3.6,19.4,0.00882856,8.2,2,4,0,2.2,0,2,10,11.8,0.609418666,0.145047064,0,164.93033,3.16,216,12.968,0.43283,1747,2973,8.8,17,67,94,6,29,0.011031,13,2,5,0,11,0,6,10,14,0.633023333,0.18130883,0,35.45,1.23,175,6.022,0.129,171.65,239.11,0.003214,3.2,17,33,3,17,1.88E-05,7,2,0,0,0,0,1,10,3,0.515,0,0,129.48033,1.93,41,6.946,0.30383,1575.35,2733.89,8.796786,13.8,50,61,3,12,0.0110122,6,0,5,0,11,0,5,0,11,0.118023333,0.18130883,0,,,
HoCl3,0.75,0.25,0.05,0.75,4,-2.564823651,1,12.37716435,4.825736983,0.580179579,-0.226206421,1.234285715,67.8200825,2.6775,185.25,11.2315,0.3568725,565.4875,922.5825,2.2024105,6.65,29.5,78.75,3.75,20,0.00827795,8.5,2,3.75,0,2.75,0,2.25,10,11.25,0.6035175,0.135981623,0,164.93033,3.16,216,12.968,0.43283,1747,2973,8.8,17,67,94,6,29,0.011031,13,2,5,0,11,0,6,10,14,0.633023333,0.18130883,0,35.45,1.23,175,6.022,0.129,171.65,239.11,0.003214,3.2,17,33,3,17,1.88E-05,7,2,0,0,0,0,1,10,3,0.515,0,0,129.48033,1.93,41,6.946,0.30383,1575.35,2733.89,8.796786,13.8,50,61,3,12,0.0110122,6,0,5,0,11,0,5,0,11,0.118023333,0.18130883,0,,,
ICl7,0.875,0.375,0.125,0.125,8,-0.338047675,0.80129508,2.033749688,4.820721275,0.127109356,-0.30129508,1.131428571,46.8818125,3.0975,177.875,12.653375,0.29122625,198.55,266.415,0.61906225,3.77,21.5,94.25,3.25,17,0.009655338,7,2,5,1.25,0,0,1,8.75,14,0.644315,0.190526086,0,126.9045,3.16,198,12.968,0.43283,386.85,457.55,4.93,7.76,53,96,5,17,0.011031,7,2,5,10,0,0,1,10,14,0.723356667,0.255046878,0,35.45,2.66,175,10.451,-0.7,171.65,239.11,0.003214,3.2,17,94,3,17,2.57E-05,7,2,5,0,0,0,1,0,14,0.633023333,0.18130883,0,91.4545,0.5,23,2.517,1.13283,215.2,218.44,4.926786,4.56,36,2,2,0,0.0110053,0,0,0,10,0,0,0,10,0,0.090333334,0.073738048,0,,,
ICl3,0.75,0.25,0.125,0.25,4,-0.421876639,1,0.703834048,1.668340891,0.058652837,-0.139028408,1.131428571,58.313625,3.035,180.75,12.33875,0.1496225,225.45,293.72,1.2349105,4.34,26,94.5,3.5,17,0.008279675,7,2,5,2.5,0,0,1,7.5,14,0.655606667,0.199743342,0,126.9045,3.16,198,12.968,0.43283,386.85,457.55,4.93,7.76,53,96,5,17,0.011031,7,2,5,10,0,0,1,10,14,0.723356667,0.255046878,0,35.45,2.66,175,10.451,-0.7,171.65,239.11,0.003214,3.2,17,94,3,17,2.57E-05,7,2,5,0,0,0,1,0,14,0.633023333,0.18130883,0,91.4545,0.5,23,2.517,1.13283,215.2,218.44,4.926786,4.56,36,2,2,0,0.0110053,0,0,0,10,0,0,0,10,0,0.090333334,0.073738048,0,,,
ICl,0.5,0,0.25,0.25,2,-0.413576055,0.980324618,0.431174688,1.022039734,0.053896836,-0.127754967,1.131428571,81.17725,2.91,186.5,11.7095,-0.133585,279.25,348.33,2.466607,5.48,35,95,4,17,0.00552835,7,2,5,5,0,0,1,5,14,0.67819,0.218177854,0,126.9045,3.16,198,12.968,0.43283,386.85,457.55,4.93,7.76,53,96,5,17,0.011031,7,2,5,10,0,0,1,10,14,0.723356667,0.255046878,0,35.45,2.66,175,10.451,-0.7,171.65,239.11,0.003214,3.2,17,94,3,17,2.57E-05,7,2,5,0,0,0,1,0,14,0.633023333,0.18130883,0,91.4545,0.5,23,2.517,1.13283,215.2,218.44,4.926786,4.56,36,2,2,0,0.0110053,0,0,0,10,0,0,0,10,0,0.090333334,0.073738048,0,,,
I3Cl,0.25,0.25,0.25,0.25,4,-0.297481799,0.705139303,0.725550172,1.719815949,0.090693771,-0.214976994,1.131428571,104.040875,2.785,192.25,11.08025,-0.4167925,333.05,402.94,3.6983035,6.62,44,95.5,4.5,17,0.002777025,7,2,5,7.5,0,0,1,2.5,14,0.700773334,0.236612366,0,126.9045,3.16,198,12.968,0.43283,386.85,457.55,4.93,7.76,53,96,5,17,0.011031,7,2,5,10,0,0,1,10,14,0.723356667,0.255046878,0,35.45,2.66,175,10.451,-0.7,171.65,239.11,0.003214,3.2,17,94,3,17,2.57E-05,7,2,5,0,0,0,1,0,14,0.633023333,0.18130883,0,91.4545,0.5,23,2.517,1.13283,215.2,218.44,4.926786,4.56,36,2,2,0,0.0110053,0,0,0,10,0,0,0,10,0,0.090333334,0.073738048,0,,,
InCl4,0.8,0.3,0.05,0.2,5,-1.170452898,0.845936587,1.58896697,1.148414684,0.063558679,-0.045936587,1.102857143,51.3236,2.884,178.6,11.5316,0.55554,223.27,660.288,1.4645712,3.212,23.4,90.2,3.4,16.2,0.00882794,6.2,2,4.2,2,0,0,1.8,8,14,0.582763333,0.164596144,0,114.818,3.16,193,12.968,1.04638,429.75,2345,7.31,3.26,49,94,5,17,0.011031,7,2,5,10,0,0,5,10,14,0.633023333,0.18130883,0,35.45,1.78,175,5.786,0.43283,171.65,239.11,0.003214,3.2,17,75,3,13,1.57E-05,3,2,1,0,0,0,1,0,14,0.381723333,0.097745401,0,79.368,1.38,18,7.182,0.61355,258.1,2105.89,7.306786,0.06,32,19,2,4,0.0110153,4,0,4,10,0,0,4,10,0,0.2513,0.083563429,0,,,
InCl3,0.75,0.25,0.05,0.1875,4,-1.383617774,1,5.696820117,4.117336611,0.224874478,-0.162526445,1.102857143,55.292,2.815,179.5,11.1725,0.5862175,236.175,765.5825,1.8299105,3.215,25,89.25,3.5,16,0.008277175,6,2,4,2.5,0,0,2,7.5,14,0.570198333,0.160417973,0,114.818,3.16,193,12.968,1.04638,429.75,2345,7.31,3.26,49,94,5,17,0.011031,7,2,5,10,0,0,5,10,14,0.633023333,0.18130883,0,35.45,1.78,175,5.786,0.43283,171.65,239.11,0.003214,3.2,17,75,3,13,1.57E-05,3,2,1,0,0,0,1,0,14,0.381723333,0.097745401,0,79.368,1.38,18,7.182,0.61355,258.1,2105.89,7.306786,0.06,32,19,2,4,0.0110153,4,0,4,10,0,0,4,10,0,0.2513,0.083563429,0,,,
In7Cl9,0.5625,0.0625,0.0625,0.1875,16,-1.114832287,0.805737183,0.188812107,0.13646262,0.008850567,-0.006396685,1.102857143,70.1735,2.55625,182.875,9.825875,0.701258125,284.56875,1160.436875,3.199932875,3.22625,31,85.6875,3.875,15.25,0.006211806,5.25,2,3.25,4.375,0,0,2.75,5.625,14,0.523079583,0.14474983,0,114.818,3.16,193,12.968,1.04638,429.75,2345,7.31,3.26,49,94,5,17,0.011031,7,2,5,10,0,0,5,10,14,0.633023333,0.18130883,0,35.45,1.78,175,5.786,0.43283,171.65,239.11,0.003214,3.2,17,75,3,13,1.57E-05,3,2,1,0,0,0,1,0,14,0.381723333,0.097745401,0,79.368,1.38,18,7.182,0.61355,258.1,2105.89,7.306786,0.06,32,19,2,4,0.0110153,4,0,4,10,0,0,4,10,0,0.2513,0.083563429,0,,,
InCl,0.5,0,0.0625,0.5,2,-1.013436368,0.732453996,0.404538032,0.292377013,0.022474335,-0.016243167,1.102857143,75.134,2.47,184,9.377,0.739605,300.7,1292.055,3.656607,3.23,33,84.5,4,15,0.00552335,5,2,3,5,0,0,3,5,14,0.507373333,0.139527116,0,114.818,3.16,193,12.968,1.04638,429.75,2345,7.31,3.26,49,94,5,17,0.011031,7,2,5,10,0,0,5,10,14,0.633023333,0.18130883,0,35.45,1.78,175,5.786,0.43283,171.65,239.11,0.003214,3.2,17,75,3,13,1.57E-05,3,2,1,0,0,0,1,0,14,0.381723333,0.097745401,0,79.368,1.38,18,7.182,0.61355,258.1,2105.89,7.306786,0.06,32,19,2,4,0.0110153,4,0,4,10,0,0,4,10,0,0.2513,0.083563429,0,,,
IrCl6,0.857142857,0.357142857,0.023809524,0.142857143,7,-0.522106961,0.687812715,0.057508644,0.075760676,0.001173646,-0.001546136,1.154285714,57.84571431,3.022857143,178.8571429,12.41542857,0.405111429,535.5571432,876.5228578,3.205612003,6.45714286,25.57142858,89.14285714,3.428571429,15.85714286,0.00945636,7.285714286,2,4.285714285,1.000000001,2.000000002,0,1.714285715,8.999999999,12,0.597438571,0.155407569,0,192.22,3.16,202,12.968,0.43283,2719,4701,22.42,26,77,94,6,17,0.011031,9,2,5,7,14,0,6,10,14,0.633023333,0.18130883,0,35.45,2.2,175,9.1,0.2388,171.65,239.11,0.003214,3.2,17,60,3,9,8.52E-06,7,2,0,0,0,0,1,3,0,0.38393,6.80E-17,0,156.77,0.96,27,3.868,0.19403,2547.35,4461.89,22.416786,22.8,60,34,3,8,0.01102248,2,0,5,7,14,0,5,7,14,0.249093333,0.18130883,0,,,
IrCl5,0.833333333,0.333333333,0.023809524,0.033333333,6,-0.607755535,0.800644342,1.765965181,2.326445337,0.024527294,-0.032311741,1.154285714,61.57833339,3,179.5,12.32333333,0.400491667,596.2083342,982.7583348,3.739345007,7.000000008,27.00000002,88.33333332,3.500000001,15.66666666,0.00919392,7.333333334,2,4.166666665,1.166666669,2.333333338,0,1.833333335,8.833333331,11.66666666,0.591507777,0.151090692,0,192.22,3.16,202,12.968,0.43283,2719,4701,22.42,26,77,94,6,17,0.011031,9,2,5,7,14,0,6,10,14,0.633023333,0.18130883,0,35.45,2.2,175,9.1,0.2388,171.65,239.11,0.003214,3.2,17,60,3,9,8.52E-06,7,2,0,0,0,0,1,3,0,0.38393,6.80E-17,0,156.77,0.96,27,3.868,0.19403,2547.35,4461.89,22.416786,22.8,60,34,3,8,0.01102248,2,0,5,7,14,0,5,7,14,0.249093333,0.18130883,0,,,
IrCl4,0.8,0.3,0.033333333,0.05,5,-0.668798031,0.881060441,0.025574878,0.033691806,0.000511498,-0.000673836,1.154285714,66.804,2.968,180.4,12.1944,0.394024,681.12,1131.488,4.4865712,7.76,29,87.2,3.6,15.4,0.008826504,7.4,2,4,1.4,2.8,0,2,8.6,11.2,0.583204666,0.145047064,0,192.22,3.16,202,12.968,0.43283,2719,4701,22.42,26,77,94,6,17,0.011031,9,2,5,7,14,0,6,10,14,0.633023333,0.18130883,0,35.45,2.2,175,9.1,0.2388,171.65,239.11,0.003214,3.2,17,60,3,9,8.52E-06,7,2,0,0,0,0,1,3,0,0.38393,6.80E-17,0,156.77,0.96,27,3.868,0.19403,2547.35,4461.89,22.416786,22.8,60,34,3,8,0.01102248,2,0,5,7,14,0,5,7,14,0.249093333,0.18130883,0,,,
IrCl3,0.75,0.25,0.05,0.75,4,-0.759083032,1,2.817810729,3.712124511,0.132084878,-0.174005836,1.154285714,74.6425,2.92,181.75,12.001,0.3843225,808.4875,1354.5825,5.6074105,8.9,32,85.5,3.75,15,0.00827538,7.5,2,3.75,1.75,3.5,0,2.25,8.25,10.5,0.57075,0.135981623,0,192.22,3.16,202,12.968,0.43283,2719,4701,22.42,26,77,94,6,17,0.011031,9,2,5,7,14,0,6,10,14,0.633023333,0.18130883,0,35.45,2.2,175,9.1,0.2388,171.65,239.11,0.003214,3.2,17,60,3,9,8.52E-06,7,2,0,0,0,0,1,3,0,0.38393,6.80E-17,0,156.77,0.96,27,3.868,0.19403,2547.35,4461.89,22.416786,22.8,60,34,3,8,0.01102248,2,0,5,7,14,0,5,7,14,0.249093333,0.18130883,0,,,
KCl8,0.888888889,0.388888889,0.111111111,0.138888889,9,-0.565535826,0.264028885,0.045159385,0.021083336,0.002787616,-0.001301441,1.571428572,35.85536667,2.9,186.1111111,12.00944445,0.467694333,189.97,327.2088888,0.101745778,3.103333333,17.22222222,83.8888889,3.111111111,15.22222222,0.009810411,6.333333334,1.888888889,4.444444445,0,0,0.111111111,1.555555555,10,14,0.621887407,0.161163404,0,39.0983,3.16,275,12.968,0.746609,336.53,1032,0.89,3.2,19,94,4,17,0.011031,7,2,5,0,0,1,6,10,14,0.633023333,0.18130883,0,35.45,0.82,175,4.341,0.43283,171.65,239.11,0.003214,2.33,17,3,3,1,4.57E-05,1,1,0,0,0,0,1,10,14,0.5328,0,0,3.6483,2.34,100,8.627,0.313779,164.88,792.89,0.886786,0.87,2,91,1,16,0.0109853,6,1,5,0,0,1,5,0,0,0.100223333,0.18130883,0,,,
KCl3,0.75,0.25,0.138888889,0.25,4,-1.266183473,0.59113675,1.541609726,0.719723628,0.137643726,-0.064261038,1.571428572,36.362075,2.575,200,10.81125,0.51127475,212.87,437.3325,0.2249105,2.9825,17.5,71.25,3.25,13,0.008284675,5.5,1.75,3.75,0,0,0.25,2.25,10,14,0.6079675,0.135981623,0,39.0983,3.16,275,12.968,0.746609,336.53,1032,0.89,3.2,19,94,4,17,0.011031,7,2,5,0,0,1,6,10,14,0.633023333,0.18130883,0,35.45,0.82,175,4.341,0.43283,171.65,239.11,0.003214,2.33,17,3,3,1,4.57E-05,1,1,0,0,0,0,1,10,14,0.5328,0,0,3.6483,2.34,100,8.627,0.313779,164.88,792.89,0.886786,0.87,2,91,1,16,0.0109853,6,1,5,0,0,1,5,0,0,0.100223333,0.18130883,0,,,
KCl,0.5,0,0.25,0.5,2,-2.141946805,1,7.786946938,3.635453,1.29782449,-0.605908833,1.571428572,37.27415,1.99,225,8.6545,0.5897195,254.09,635.555,0.446607,2.765,18,48.5,3.5,9,0.00553835,4,1.5,2.5,0,0,0.5,3.5,10,14,0.582911667,0.090654415,0,39.0983,3.16,275,12.968,0.746609,336.53,1032,0.89,3.2,19,94,4,17,0.011031,7,2,5,0,0,1,6,10,14,0.633023333,0.18130883,0,35.45,0.82,175,4.341,0.43283,171.65,239.11,0.003214,2.33,17,3,3,1,4.57E-05,1,1,0,0,0,0,1,10,14,0.5328,0,0,3.6483,2.34,100,8.627,0.313779,164.88,792.89,0.886786,0.87,2,91,1,16,0.0109853,6,1,5,0,0,1,5,0,0,0.100223333,0.18130883,0,,,
LaCl4,0.8,0.3,0.05,0.2,5,-2.182495108,0.813045906,0.87549256,0.326147646,0.035019702,-0.013045906,1.371428571,56.1411,2.748,188,11.4898,0.740439,375.52,938.688,1.2325712,3.8,25,77.8,3.6,17.4,0.00882932,6.2,2,4,0,0.2,0,2,10,13.8,0.637745333,0.241914892,3.464101616,138.9055,3.16,240,12.968,1.970875,1191,3737,6.15,6.2,57,94,6,19,0.011031,7,2,5,0,1,0,6,10,14,0.656633333,0.484339141,17.32050808,35.45,1.1,175,5.577,0.43283,171.65,239.11,0.003214,3.2,17,13,3,17,2.26E-05,3,2,0,0,0,0,1,10,13,0.633023333,0.18130883,0,103.4555,2.06,65,7.391,1.538045,1019.35,3497.89,6.146786,3,40,81,3,2,0.0110084,4,0,5,0,1,0,5,0,1,0.02361,0.303030311,17.32050808,,,
LaCl3,0.75,0.25,0.05,0.75,4,-2.684344257,1,13.61610866,5.072415217,0.638255093,-0.237769463,1.371428571,61.313875,2.645,191.25,11.12025,0.81734125,426.4875,1113.5825,1.5399105,3.95,27,73.75,3.75,17.5,0.0082789,6,2,3.75,0,0.25,0,2.25,10,13.75,0.638925833,0.257066408,4.33012702,138.9055,3.16,240,12.968,1.970875,1191,3737,6.15,6.2,57,94,6,19,0.011031,7,2,5,0,1,0,6,10,14,0.656633333,0.484339141,17.32050808,35.45,1.1,175,5.577,0.43283,171.65,239.11,0.003214,3.2,17,13,3,17,2.26E-05,3,2,0,0,0,0,1,10,13,0.633023333,0.18130883,0,103.4555,2.06,65,7.391,1.538045,1019.35,3497.89,6.146786,3,40,81,3,2,0.0110084,4,0,5,0,1,0,5,0,1,0.02361,0.303030311,17.32050808,,,
LiCl5,0.833333333,0.333333333,0.083333333,0.166666667,6,-0.807645679,0.399876025,0.967324492,0.478935111,0.053740249,-0.026607506,1.04,30.70833332,2.796666666,176.1666667,11.70533333,0.277358333,218.6500001,468.4250005,0.091678334,3.166666667,14.66666666,78.49999997,2.833333333,14.33333333,0.009194667,5.999999998,1.833333333,4.166666665,0,0,0.166666667,1.833333335,10,14,0.688446666,0.340306658,2.886751352,35.45,3.16,182,12.968,0.43283,453.65,1615,0.534,3.2,17,94,3,17,0.011031,7,2,5,0,0,1,6,10,14,0.965563333,1.135295796,17.32050808,7,0.98,175,5.392,-0.5,171.65,239.11,0.003214,3,3,1,2,1,1.30E-05,1,1,0,0,0,0,1,10,14,0.633023333,0.18130883,0,28.45,2.18,7,7.576,0.93283,282,1375.89,0.530786,0.2,14,93,1,16,0.011018,6,1,5,0,0,1,5,0,0,0.33254,0.953986966,17.32050808,,,
LiCl3,0.75,0.25,0.083333333,0.25,4,-1.130858142,0.559902777,0.32302138,0.159932144,0.020188836,-0.009995759,1.04,28.3375,2.615,176.75,11.074,0.1996225,242.15,583.0825,0.1359105,3.15,13.5,70.75,2.75,13,0.0082765,5.5,1.75,3.75,0,0,0.25,2.25,10,14,0.716158333,0.419805572,4.33012702,35.45,3.16,182,12.968,0.43283,453.65,1615,0.534,3.2,17,94,3,17,0.011031,7,2,5,0,0,1,6,10,14,0.965563333,1.135295796,17.32050808,7,0.98,175,5.392,-0.5,171.65,239.11,0.003214,3,3,1,2,1,1.30E-05,1,1,0,0,0,0,1,10,14,0.633023333,0.18130883,0,28.45,2.18,7,7.576,0.93283,282,1375.89,0.530786,0.2,14,93,1,16,0.011018,6,1,5,0,0,1,5,0,0,0.33254,0.953986966,17.32050808,,,
LiCl,0.5,0,0.25,0.5,2,-2.01974019,1,7.595008572,3.76038889,1.265834762,-0.626731482,1.04,21.225,2.07,178.5,9.18,-0.033585,312.65,927.055,0.268607,3.1,10,47.5,2.5,9,0.005522,4,1.5,2.5,0,0,0.5,3.5,10,14,0.799293333,0.658302313,8.66025404,35.45,3.16,182,12.968,0.43283,453.65,1615,0.534,3.2,17,94,3,17,0.011031,7,2,5,0,0,1,6,10,14,0.965563333,1.135295796,17.32050808,7,0.98,175,5.392,-0.5,171.65,239.11,0.003214,3,3,1,2,1,1.30E-05,1,1,0,0,0,0,1,10,14,0.633023333,0.18130883,0,28.45,2.18,7,7.576,0.93283,282,1375.89,0.530786,0.2,14,93,1,16,0.011018,6,1,5,0,0,1,5,0,0,0.33254,0.953986966,17.32050808,,,
LuCl3,0.75,0.25,0.25,0.75,4,-2.553976337,1,13.62120713,5.333333334,2.553976337,-1,1.262857142,70.3292,2.6875,186.5,11.0825,0.35745,612.7375,1098.0825,2.4624105,7.9,30.5,80.75,3.75,13.5,0.0082777,6,2,3.75,0.25,3.5,0,2.25,9.75,10.5,0.5722675,0.135981623,0,174.9668,3.16,221,12.968,0.43283,1936,3675,9.84,22,71,94,6,17,0.011031,7,2,5,1,14,0,6,10,14,0.633023333,0.18130883,0,35.45,1.27,175,5.426,0.13131,171.65,239.11,0.003214,3.2,17,41,3,3,1.78E-05,3,2,0,0,0,0,1,9,0,0.39,6.80E-17,0,139.5168,1.89,46,7.542,0.30152,1764.35,3435.89,9.836786,18.8,54,53,3,14,0.0110132,4,0,5,1,14,0,5,1,14,0.243023333,0.18130883,0,,,
MgCl4,0.8,0.3,0.133333333,0.2,5,-1.34242781,0.63746946,0.986322633,0.468368244,0.078905811,-0.037469459,1.011560694,33.221,2.79,174.6,11.9036,0.638485,321.92,463.888,0.3505712,4.3,16,88.8,3,14,0.0088276,6,2,4,0,0,0,2,10,14,0.583944666,0.168152622,3.464101616,35.45,3.16,175,12.968,1.461105,923,1363,1.74,8.7,17,94,3,17,0.011031,7,2,5,0,0,0,6,10,14,0.633023333,0.18130883,17.32050808,24.305,1.31,173,7.646,0.43283,171.65,239.11,0.003214,3.2,12,68,3,2,1.40E-05,2,2,0,0,0,0,1,10,14,0.38763,0.115527789,0,11.145,1.85,2,5.322,1.028275,751.35,1123.89,1.736786,5.5,5,26,0,15,0.011017,5,0,5,0,0,0,5,0,0,0.245393333,0.065781041,17.32050808,,,
MgCl2,0.666666667,0.166666667,0.133333333,0.666666667,3,-2.105869997,1,8.884621411,4.218979056,0.987180155,-0.46877545,1.011560694,31.735,2.543333334,174.3333333,11.194,0.775588333,422.0999997,613.7399996,0.582142666,5.033333332,15.33333333,85.33333334,3,12,0.007358667,5.333333335,2,3.333333335,0,0,0,2.666666665,10,14,0.551225555,0.159381816,5.773502688,35.45,3.16,175,12.968,1.461105,923,1363,1.74,8.7,17,94,3,17,0.011031,7,2,5,0,0,0,6,10,14,0.633023333,0.18130883,17.32050808,24.305,1.31,173,7.646,0.43283,171.65,239.11,0.003214,3.2,12,68,3,2,1.40E-05,2,2,0,0,0,0,1,10,14,0.38763,0.115527789,0,11.145,1.85,2,5.322,1.028275,751.35,1123.89,1.736786,5.5,5,26,0,15,0.011017,5,0,5,0,0,0,5,0,0,0.245393333,0.065781041,17.32050808,,,
